dataset,datim_dataelement,shortname,code,dataelement,dataelementuid,dataelementdesc,categoryoptioncombo,categoryoptioncombocode,categoryoptioncombouid,,,
MER Results: Facility Based,"PrEP_NEW (N, DSD, Age/Sex) v2: Newly Enrolled PrEP","PrEP_NEW (N, DSD, Age/Sex) v2",PrEP_NEW_N_DSD_Age_Sex_v2,"PrEP_NEW: Number of individuals (adults) who were newly enrolled on pre-exposure prophylaxis (PrEP) to prevent HIV infections during the reporting period Feminino, Unknown age",KNO4emPfF91,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,"Unknown Age, Female",a4ClnAbpWXW,a4ClnAbpWXW,,,
MER Results: Facility Based,"PrEP_NEW (N, DSD, Age/Sex) v2: Newly Enrolled PrEP","PrEP_NEW (N, DSD, Age/Sex) v2",PrEP_NEW_N_DSD_Age_Sex_v2,"PrEP_NEW: Number of individuals (adults) who were newly enrolled on pre-exposure prophylaxis (PrEP) to prevent HIV infections during the reporting period Masculino, Unknown age",KNO4emPfF91,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,"Unknown Age, Male",t46YTexAkDE,t46YTexAkDE,,,
MER Results: Facility Based,"PrEP_NEW (N, DSD, Distribution): Newly Enrolled PrEP","PrEP_NEW (N, DSD, Distribution)",PrEP_NEW_N_DSD_Distribution,,vTXUgzE9cpS,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,Community Distribution,dnVQc1csZYt,dnVQc1csZYt,,,
MER Results: Facility Based,"PrEP_NEW (N, DSD, Distribution): Newly Enrolled PrEP","PrEP_NEW (N, DSD, Distribution)",PrEP_NEW_N_DSD_Distribution,,vTXUgzE9cpS,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,Facility Distribution,cSxkyy4esrd,cSxkyy4esrd,,,
MER Results: Facility Based,"PrEP_NEW (N, DSD, KeyPop): Newly Enrolled PrEP","PrEP_NEW (N, DSD, KeyPop)",PrEP_NEW_N_DSD_KeyPopAbr,ECHO MOZ | PrEP_NEW KeyPop FSW,JoERp5gZ6o1,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,FSW,hvgp9xnuUrx,hvgp9xnuUrx,,,
MER Results: Facility Based,"PrEP_NEW (N, DSD, KeyPop): Newly Enrolled PrEP","PrEP_NEW (N, DSD, KeyPop)",PrEP_NEW_N_DSD_KeyPopAbr,ECHO MOZ | PrEP_NEW KeyPop MSM,JoERp5gZ6o1,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,MSM,X5WOZxTBU2j,X5WOZxTBU2j,,,
MER Results: Facility Based,"PrEP_NEW (N, DSD, KeyPop): Newly Enrolled PrEP","PrEP_NEW (N, DSD, KeyPop)",PrEP_NEW_N_DSD_KeyPopAbr,ECHO MOZ | PrEP_NEW KeyPop Prison Other,JoERp5gZ6o1,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,People in prisons and other enclosed settings,etnBr84tFtJ,etnBr84tFtJ,,,
MER Results: Facility Based,"PrEP_NEW (N, DSD, KeyPop): Newly Enrolled PrEP","PrEP_NEW (N, DSD, KeyPop)",PrEP_NEW_N_DSD_KeyPopAbr,ECHO MOZ | PrEP_NEW KeyPop PWID,JoERp5gZ6o1,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,PWID,mkXXjV42FM9,mkXXjV42FM9,,,
MER Results: Facility Based,"PrEP_NEW (N, DSD, KeyPop): Newly Enrolled PrEP","PrEP_NEW (N, DSD, KeyPop)",PrEP_NEW_N_DSD_KeyPopAbr,ECHO MOZ | PrEP_NEW KeyPop TG,JoERp5gZ6o1,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,TG,EoZ7f4rkx2g,EoZ7f4rkx2g,,,
MER Results: Facility Based,"PrEP_NEW (N, DSD, Sex/PregnantBreastfeeding ): Newly Enrolled PrEP","PrEP_NEW (N, DSD, Pregnant/Breastfeeding )",PrEP_NEW_N_DSD_Pregnant_Breastfeeding,ECHO MOZ | PREP_NEW KeyPop BreastFeeding,c0dzFGFAZuO,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,"Breastfeeding, Female",aQJxSNfyQ10,aQJxSNfyQ10,,,
MER Results: Facility Based,"PrEP_NEW (N, DSD, Sex/PregnantBreastfeeding ): Newly Enrolled PrEP","PrEP_NEW (N, DSD, Pregnant/Breastfeeding )",PrEP_NEW_N_DSD_Pregnant_Breastfeeding,ECHO MOZ | PREP_NEW KeyPop Pregnant,c0dzFGFAZuO,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,"Pregnant, Female",dHeLwUzvlcx,dHeLwUzvlcx,,,
MER Results: Facility Based,"PrEP_NEW (N, DSD, Type): Newly Enrolled PrEP","PrEP_NEW (N, DSD, Type)",PrEP_NEW_N_DSD_Type,ECHO MOZ | PREP_NEW PrEP Type Injectable,bGCtyadJhBd,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,PrEP Type - Injectable,wYYnNZfoYDS,wYYnNZfoYDS,,,
MER Results: Facility Based,"PrEP_NEW (N, DSD, Type): Newly Enrolled PrEP","PrEP_NEW (N, DSD, Type)",PrEP_NEW_N_DSD_Type,ECHO MOZ | PREP_NEW PrEP Type Oral,bGCtyadJhBd,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,PrEP Type - Oral,jSl8VxSLFX6,jSl8VxSLFX6,,,
MER Results: Facility Based,"PrEP_NEW (N, DSD, Type): Newly Enrolled PrEP","PrEP_NEW (N, DSD, Type)",PrEP_NEW_N_DSD_Type,ECHO MOZ | PREP_NEW PrEP Type Other,bGCtyadJhBd,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,PrEP Type - Other,zvjCN3LWHaV,zvjCN3LWHaV,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, Age/Sex) v2: Newly Enrolled PrEP","PrEP_NEW (N, TA, Age/Sex) v2",PrEP_NEW_N_TA_Age_Sex_v2,,b6OI9qB0Who,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,"15-19, Female",BYmlmGMcCWx,BYmlmGMcCWx,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, Age/Sex) v2: Newly Enrolled PrEP","PrEP_NEW (N, TA, Age/Sex) v2",PrEP_NEW_N_TA_Age_Sex_v2,,b6OI9qB0Who,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,"15-19, Male",kQ58FETBxFn,kQ58FETBxFn,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, Age/Sex) v2: Newly Enrolled PrEP","PrEP_NEW (N, TA, Age/Sex) v2",PrEP_NEW_N_TA_Age_Sex_v2,,b6OI9qB0Who,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,"20-24, Female",zE5NFpGXDy4,zE5NFpGXDy4,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, Age/Sex) v2: Newly Enrolled PrEP","PrEP_NEW (N, TA, Age/Sex) v2",PrEP_NEW_N_TA_Age_Sex_v2,,b6OI9qB0Who,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,"20-24, Male",jJifRzf2Z8j,jJifRzf2Z8j,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, Age/Sex) v2: Newly Enrolled PrEP","PrEP_NEW (N, TA, Age/Sex) v2",PrEP_NEW_N_TA_Age_Sex_v2,,b6OI9qB0Who,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,"25-29, Female",u88hOHhmLuF,u88hOHhmLuF,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, Age/Sex) v2: Newly Enrolled PrEP","PrEP_NEW (N, TA, Age/Sex) v2",PrEP_NEW_N_TA_Age_Sex_v2,,b6OI9qB0Who,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,"25-29, Male",necuVZOR1HB,necuVZOR1HB,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, Age/Sex) v2: Newly Enrolled PrEP","PrEP_NEW (N, TA, Age/Sex) v2",PrEP_NEW_N_TA_Age_Sex_v2,,b6OI9qB0Who,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,"30-34, Female",tcJ9vZbCWcO,tcJ9vZbCWcO,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, Age/Sex) v2: Newly Enrolled PrEP","PrEP_NEW (N, TA, Age/Sex) v2",PrEP_NEW_N_TA_Age_Sex_v2,,b6OI9qB0Who,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,"30-34, Male",HnDmWypXRdG,HnDmWypXRdG,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, Age/Sex) v2: Newly Enrolled PrEP","PrEP_NEW (N, TA, Age/Sex) v2",PrEP_NEW_N_TA_Age_Sex_v2,,b6OI9qB0Who,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,"35-39, Female",WghEsgfAUAb,WghEsgfAUAb,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, Age/Sex) v2: Newly Enrolled PrEP","PrEP_NEW (N, TA, Age/Sex) v2",PrEP_NEW_N_TA_Age_Sex_v2,,b6OI9qB0Who,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,"35-39, Male",Sq9vathzQd9,Sq9vathzQd9,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, Age/Sex) v2: Newly Enrolled PrEP","PrEP_NEW (N, TA, Age/Sex) v2",PrEP_NEW_N_TA_Age_Sex_v2,,b6OI9qB0Who,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,"40-44, Female",Ij7k6DBjI3i,Ij7k6DBjI3i,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, Age/Sex) v2: Newly Enrolled PrEP","PrEP_NEW (N, TA, Age/Sex) v2",PrEP_NEW_N_TA_Age_Sex_v2,,b6OI9qB0Who,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,"40-44, Male",f6m1joVHJgj,f6m1joVHJgj,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, Age/Sex) v2: Newly Enrolled PrEP","PrEP_NEW (N, TA, Age/Sex) v2",PrEP_NEW_N_TA_Age_Sex_v2,,b6OI9qB0Who,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,"45-49, Female",dIfXCJxd5bY,dIfXCJxd5bY,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, Age/Sex) v2: Newly Enrolled PrEP","PrEP_NEW (N, TA, Age/Sex) v2",PrEP_NEW_N_TA_Age_Sex_v2,,b6OI9qB0Who,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,"45-49, Male",efXnrOzWCGW,efXnrOzWCGW,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, Age/Sex) v2: Newly Enrolled PrEP","PrEP_NEW (N, TA, Age/Sex) v2",PrEP_NEW_N_TA_Age_Sex_v2,,b6OI9qB0Who,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,"50+, Female",xqiQnxlVCYm,xqiQnxlVCYm,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, Age/Sex) v2: Newly Enrolled PrEP","PrEP_NEW (N, TA, Age/Sex) v2",PrEP_NEW_N_TA_Age_Sex_v2,,b6OI9qB0Who,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,"50+, Male",fSgFPhUpbWq,fSgFPhUpbWq,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, Age/Sex) v2: Newly Enrolled PrEP","PrEP_NEW (N, TA, Age/Sex) v2",PrEP_NEW_N_TA_Age_Sex_v2,,b6OI9qB0Who,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,"Unknown Age, Female",a4ClnAbpWXW,a4ClnAbpWXW,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, Age/Sex) v2: Newly Enrolled PrEP","PrEP_NEW (N, TA, Age/Sex) v2",PrEP_NEW_N_TA_Age_Sex_v2,,b6OI9qB0Who,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,"Unknown Age, Male",t46YTexAkDE,t46YTexAkDE,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, Distribution): Newly Enrolled PrEP","PrEP_NEW (N, TA, Distribution)",PrEP_NEW_N_TA_Distribution,,ViFddq53UiB,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,Community Distribution,dnVQc1csZYt,dnVQc1csZYt,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, Distribution): Newly Enrolled PrEP","PrEP_NEW (N, TA, Distribution)",PrEP_NEW_N_TA_Distribution,,ViFddq53UiB,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,Facility Distribution,cSxkyy4esrd,cSxkyy4esrd,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, KeyPop): Newly Enrolled PrEP","PrEP_NEW (N, TA, KeyPop)",PrEP_NEW_N_TA_KeyPopAbr,,spB3CUiPX16,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,FSW,hvgp9xnuUrx,hvgp9xnuUrx,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, KeyPop): Newly Enrolled PrEP","PrEP_NEW (N, TA, KeyPop)",PrEP_NEW_N_TA_KeyPopAbr,,spB3CUiPX16,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,MSM,X5WOZxTBU2j,X5WOZxTBU2j,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, KeyPop): Newly Enrolled PrEP","PrEP_NEW (N, TA, KeyPop)",PrEP_NEW_N_TA_KeyPopAbr,,spB3CUiPX16,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,People in prisons and other enclosed settings,etnBr84tFtJ,etnBr84tFtJ,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, KeyPop): Newly Enrolled PrEP","PrEP_NEW (N, TA, KeyPop)",PrEP_NEW_N_TA_KeyPopAbr,,spB3CUiPX16,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,PWID,mkXXjV42FM9,mkXXjV42FM9,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, KeyPop): Newly Enrolled PrEP","PrEP_NEW (N, TA, KeyPop)",PrEP_NEW_N_TA_KeyPopAbr,,spB3CUiPX16,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,TG,EoZ7f4rkx2g,EoZ7f4rkx2g,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, Sex/PregnantBreastfeeding ): Newly Enrolled PrEP","PrEP_NEW (N, TA, Pregnant/Breastfeeding )",PrEP_NEW_N_TA_Pregnant_Breastfeeding,,jo8YsWIQ7OO,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,"Breastfeeding, Female",aQJxSNfyQ10,aQJxSNfyQ10,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, Sex/PregnantBreastfeeding ): Newly Enrolled PrEP","PrEP_NEW (N, TA, Pregnant/Breastfeeding )",PrEP_NEW_N_TA_Pregnant_Breastfeeding,,jo8YsWIQ7OO,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,"Pregnant, Female",dHeLwUzvlcx,dHeLwUzvlcx,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, Type): Newly Enrolled PrEP","PrEP_NEW (N, TA, Type)",PrEP_NEW_N_TA_Type,,ZwC0QqotVgb,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,PrEP Type - Injectable,wYYnNZfoYDS,wYYnNZfoYDS,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, Type): Newly Enrolled PrEP","PrEP_NEW (N, TA, Type)",PrEP_NEW_N_TA_Type,,ZwC0QqotVgb,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,PrEP Type - Oral,jSl8VxSLFX6,jSl8VxSLFX6,,,
MER Results: Facility Based,"PrEP_NEW (N, TA, Type): Newly Enrolled PrEP","PrEP_NEW (N, TA, Type)",PrEP_NEW_N_TA_Type,,ZwC0QqotVgb,Number of individuals who have been newly enrolled on oral antiretroviral pre-exposure prophylaxis (PrEP) in the reporting period to prevent HIV infection,PrEP Type - Other,zvjCN3LWHaV,zvjCN3LWHaV,,,
MER Results: Facility Based,"SC_ARVDISP (N, NoApp, DispensedARVBottles): Dispensed ARV bottles","SC_ARVDISP (N, NoApp, DispensedARVBottles)",SC_ARVDISP_N_NoApp_DispensedARVBottles,,jjXWGplLXqF,,"ARV Bottles - DTG 10 (Pediatrics, 90-count)",TtDgyBm9YoE,TtDgyBm9YoE,,,
MER Results: Facility Based,"SC_ARVDISP (N, NoApp, DispensedARVBottles): Dispensed ARV bottles","SC_ARVDISP (N, NoApp, DispensedARVBottles)",SC_ARVDISP_N_NoApp_DispensedARVBottles,,jjXWGplLXqF,,ARV Bottles - LPV/r 100/25 tabs (Pediatrics) (60 tabs/bottle),NorqDOvzzSh,NorqDOvzzSh,,,
MER Results: Facility Based,"SC_ARVDISP (N, NoApp, DispensedARVBottles): Dispensed ARV bottles","SC_ARVDISP (N, NoApp, DispensedARVBottles)",SC_ARVDISP_N_NoApp_DispensedARVBottles,,jjXWGplLXqF,,ARV Bottles - LPV/r 40/10 (Pediatrics),hjoblJZ3DqL,hjoblJZ3DqL,,,
MER Results: Facility Based,"SC_ARVDISP (N, NoApp, DispensedARVBottles): Dispensed ARV bottles","SC_ARVDISP (N, NoApp, DispensedARVBottles)",SC_ARVDISP_N_NoApp_DispensedARVBottles,,jjXWGplLXqF,,ARV Bottles - NVP (Adult),KX17Dwa2jdv,KX17Dwa2jdv,,,
MER Results: Facility Based,"SC_ARVDISP (N, NoApp, DispensedARVBottles): Dispensed ARV bottles","SC_ARVDISP (N, NoApp, DispensedARVBottles)",SC_ARVDISP_N_NoApp_DispensedARVBottles,,jjXWGplLXqF,,ARV Bottles - NVP (Pediatric),OT1S8c9Pvid,OT1S8c9Pvid,,,
MER Results: Facility Based,"SC_ARVDISP (N, NoApp, DispensedARVBottles): Dispensed ARV bottles","SC_ARVDISP (N, NoApp, DispensedARVBottles)",SC_ARVDISP_N_NoApp_DispensedARVBottles,,jjXWGplLXqF,,ARV Bottles - Other (Adult),GuEsMM0L3Jc,GuEsMM0L3Jc,,,
MER Results: Facility Based,"SC_ARVDISP (N, NoApp, DispensedARVBottles): Dispensed ARV bottles","SC_ARVDISP (N, NoApp, DispensedARVBottles)",SC_ARVDISP_N_NoApp_DispensedARVBottles,,jjXWGplLXqF,,ARV Bottles - Other (Pediatric),nKmFjcfaruG,nKmFjcfaruG,,,
MER Results: Facility Based,"SC_ARVDISP (N, NoApp, DispensedARVBottles): Dispensed ARV bottles","SC_ARVDISP (N, NoApp, DispensedARVBottles)",SC_ARVDISP_N_NoApp_DispensedARVBottles,,jjXWGplLXqF,,ARV Bottles - TLD 180-count,POloRCW1rLQ,POloRCW1rLQ,,,
MER Results: Facility Based,"SC_ARVDISP (N, NoApp, DispensedARVBottles): Dispensed ARV bottles","SC_ARVDISP (N, NoApp, DispensedARVBottles)",SC_ARVDISP_N_NoApp_DispensedARVBottles,,jjXWGplLXqF,,ARV Bottles - TLD 30-count,wv9IM2LXhZq,wv9IM2LXhZq,,,
MER Results: Facility Based,"SC_ARVDISP (N, NoApp, DispensedARVBottles): Dispensed ARV bottles","SC_ARVDISP (N, NoApp, DispensedARVBottles)",SC_ARVDISP_N_NoApp_DispensedARVBottles,,jjXWGplLXqF,,ARV Bottles - TLD 90-count,Np9t64WjwQq,Np9t64WjwQq,,,
MER Results: Facility Based,"SC_ARVDISP (N, NoApp, DispensedARVBottles): Dispensed ARV bottles","SC_ARVDISP (N, NoApp, DispensedARVBottles)",SC_ARVDISP_N_NoApp_DispensedARVBottles,,jjXWGplLXqF,,ARV Bottles - TLE/400 30-count,xgONkk9LITU,xgONkk9LITU,,,
MER Results: Facility Based,"SC_ARVDISP (N, NoApp, DispensedARVBottles): Dispensed ARV bottles","SC_ARVDISP (N, NoApp, DispensedARVBottles)",SC_ARVDISP_N_NoApp_DispensedARVBottles,,jjXWGplLXqF,,ARV Bottles - TLE/400 90-count,Oyqxrns3hOg,Oyqxrns3hOg,,,
MER Results: Facility Based,"SC_ARVDISP (N, NoApp, DispensedARVBottles): Dispensed ARV bottles","SC_ARVDISP (N, NoApp, DispensedARVBottles)",SC_ARVDISP_N_NoApp_DispensedARVBottles,,jjXWGplLXqF,,ARV Bottles - TLE 600/TEE,jVWToihlWeJ,jVWToihlWeJ,,,
MER Results: Facility Based,"SC_CURR (N, NoApp, CurrentARVBottles): Current ARV bottles","SC_CURR (N, NoApp, CurrentARVBottles)",SC_CURR_N_NoApp_CurrentARVBottles,,QNXpJE4Nwgo,,"ARV Bottles - DTG 10 (Pediatrics, 90-count)",TtDgyBm9YoE,TtDgyBm9YoE,,,
MER Results: Facility Based,"SC_CURR (N, NoApp, CurrentARVBottles): Current ARV bottles","SC_CURR (N, NoApp, CurrentARVBottles)",SC_CURR_N_NoApp_CurrentARVBottles,,QNXpJE4Nwgo,,ARV Bottles - LPV/r 100/25 tabs (Pediatrics) (60 tabs/bottle),NorqDOvzzSh,NorqDOvzzSh,,,
MER Results: Facility Based,"SC_CURR (N, NoApp, CurrentARVBottles): Current ARV bottles","SC_CURR (N, NoApp, CurrentARVBottles)",SC_CURR_N_NoApp_CurrentARVBottles,,QNXpJE4Nwgo,,ARV Bottles - LPV/r 40/10 (Pediatrics),hjoblJZ3DqL,hjoblJZ3DqL,,,
MER Results: Facility Based,"SC_CURR (N, NoApp, CurrentARVBottles): Current ARV bottles","SC_CURR (N, NoApp, CurrentARVBottles)",SC_CURR_N_NoApp_CurrentARVBottles,,QNXpJE4Nwgo,,ARV Bottles - NVP (Adult),KX17Dwa2jdv,KX17Dwa2jdv,,,
MER Results: Facility Based,"SC_CURR (N, NoApp, CurrentARVBottles): Current ARV bottles","SC_CURR (N, NoApp, CurrentARVBottles)",SC_CURR_N_NoApp_CurrentARVBottles,,QNXpJE4Nwgo,,ARV Bottles - NVP (Pediatric),OT1S8c9Pvid,OT1S8c9Pvid,,,
MER Results: Facility Based,"SC_CURR (N, NoApp, CurrentARVBottles): Current ARV bottles","SC_CURR (N, NoApp, CurrentARVBottles)",SC_CURR_N_NoApp_CurrentARVBottles,,QNXpJE4Nwgo,,ARV Bottles - Other (Adult),GuEsMM0L3Jc,GuEsMM0L3Jc,,,
MER Results: Facility Based,"SC_CURR (N, NoApp, CurrentARVBottles): Current ARV bottles","SC_CURR (N, NoApp, CurrentARVBottles)",SC_CURR_N_NoApp_CurrentARVBottles,,QNXpJE4Nwgo,,ARV Bottles - Other (Pediatric),nKmFjcfaruG,nKmFjcfaruG,,,
MER Results: Facility Based,"SC_CURR (N, NoApp, CurrentARVBottles): Current ARV bottles","SC_CURR (N, NoApp, CurrentARVBottles)",SC_CURR_N_NoApp_CurrentARVBottles,,QNXpJE4Nwgo,,ARV Bottles - TLD 180-count,POloRCW1rLQ,POloRCW1rLQ,,,
MER Results: Facility Based,"SC_CURR (N, NoApp, CurrentARVBottles): Current ARV bottles","SC_CURR (N, NoApp, CurrentARVBottles)",SC_CURR_N_NoApp_CurrentARVBottles,,QNXpJE4Nwgo,,ARV Bottles - TLD 30-count,wv9IM2LXhZq,wv9IM2LXhZq,,,
MER Results: Facility Based,"SC_CURR (N, NoApp, CurrentARVBottles): Current ARV bottles","SC_CURR (N, NoApp, CurrentARVBottles)",SC_CURR_N_NoApp_CurrentARVBottles,,QNXpJE4Nwgo,,ARV Bottles - TLD 90-count,Np9t64WjwQq,Np9t64WjwQq,,,
MER Results: Facility Based,"SC_CURR (N, NoApp, CurrentARVBottles): Current ARV bottles","SC_CURR (N, NoApp, CurrentARVBottles)",SC_CURR_N_NoApp_CurrentARVBottles,,QNXpJE4Nwgo,,ARV Bottles - TLE/400 30-count,xgONkk9LITU,xgONkk9LITU,,,
MER Results: Facility Based,"SC_CURR (N, NoApp, CurrentARVBottles): Current ARV bottles","SC_CURR (N, NoApp, CurrentARVBottles)",SC_CURR_N_NoApp_CurrentARVBottles,,QNXpJE4Nwgo,,ARV Bottles - TLE/400 90-count,Oyqxrns3hOg,Oyqxrns3hOg,,,
MER Results: Facility Based,"SC_CURR (N, NoApp, CurrentARVBottles): Current ARV bottles","SC_CURR (N, NoApp, CurrentARVBottles)",SC_CURR_N_NoApp_CurrentARVBottles,,QNXpJE4Nwgo,,ARV Bottles - TLE 600/TEE,jVWToihlWeJ,jVWToihlWeJ,,,
MER Results: Facility Based,"TB_ART (N, DSD, Age/Sex/NewExistingArt/HIVStatus): TB/HIV on ART","TB_ART (N, DSD, Age/Sex/NewExistArt/HIV)",TB_ART_N_DSD_Age_Sex_NewExistArt_HIV,"TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 10-14, Female, Life-long ART, Already, Positive",Qc1AaYpKsjs,Number of TB cases with documented HIV-positive status who start or continue ART during the reporting period,"10-14, Female, Life-long ART, Already, Positive",kgvhGR4EKcK,kgvhGR4EKcK,,,
MER Results: Facility Based,"TB_ART (N, DSD, Age/Sex/NewExistingArt/HIVStatus): TB/HIV on ART","TB_ART (N, DSD, Age/Sex/NewExistArt/HIV)",TB_ART_N_DSD_Age_Sex_NewExistArt_HIV,"TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 10-14, Female, Life-long ART, New, Positive",Qc1AaYpKsjs,Number of TB cases with documented HIV-positive status who start or continue ART during the reporting period,"10-14, Female, Life-long ART, New, Positive",LlsXRvw2WCa,LlsXRvw2WCa,,,
